order_id,order_date,customer_id,city,state,Age,Gender,category,sub_category,product_name,price,quantity,discount_pct,payment_mode,delivery_days,return_flag,rating,marketing_channel
OD1197,7/15/2024,C259,Mumbai,West Bengal,49,Female,Electronics,Clothing,Boat Earphones,54959,3,40,Card,7,Yes,5,Referral
OD1198,7/16/2024,C938,Hyderabad,Telangana,23,Male,Fashion,Accessories,Prestige Cooker,46917,3,30,COD,8,No,3,Ads
OD1199,7/17/2024,C798,Ahmedabad,Maharashtra,49,Female,Electronics,Mobile,Wall Clock,26705,3,0,UPI,2,No,3,Organic
OD1200,7/18/2024,C342,Jaipur,Maharashtra,21,Male,Fashion,Decor,Women Kurti,786,1,10,COD,3,Yes,3,Referral
OD1201,7/19/2024,C185,Mumbai,Delhi,28,Female,Fashion,Furniture,Office Chair,22836,3,5,COD,3,No,1,Email
OD1202,7/20/2024,C895,Bangalore,Gujarat,34,Female,Electronics,Laptop,Nike Shoes,21165,2,20,COD,8,No,2,Referral
OD1203,7/21/2024,C677,Bangalore,Rajasthan,55,Male,Home,Furniture,Wall Clock,1660,3,30,NetBanking,8,No,5,Referral
OD1204,7/22/2024,C781,Pune,West Bengal,41,Male,Electronics,Furniture,Boat Earphones,39250,1,5,NetBanking,3,No,5,Ads
OD1205,7/23/2024,C656,Ahmedabad,Tamil Nadu,22,Female,Electronics,Footwear,Prestige Cooker,15257,2,20,COD,3,No,2,Email
OD1206,7/24/2024,C673,Chennai,Rajasthan,51,Female,Fashion,Footwear,Office Chair,66279,3,20,UPI,5,No,5,Organic
OD1207,7/25/2024,C745,Ahmedabad,Tamil Nadu,23,Female,Fashion,Accessories,Women Kurti,3677,2,20,COD,2,No,2,Organic
OD1208,7/26/2024,C895,Jaipur,Maharashtra,39,Male,Fashion,Footwear,Women Kurti,32330,2,5,Card,9,No,1,Email
OD1209,7/27/2024,C127,Hyderabad,Karnataka,28,Female,Fashion,Footwear,Nike Shoes,2675,1,30,NetBanking,3,No,1,Referral
OD1210,7/28/2024,C719,Bangalore,West Bengal,33,Male,Home,Mobile,Boat Earphones,34153,2,40,NetBanking,9,No,1,Ads
OD1211,7/29/2024,C655,Hyderabad,Telangana,50,Male,Home,Decor,Wall Clock,27126,2,15,COD,5,No,2,Email
OD1212,7/30/2024,C439,Hyderabad,Karnataka,26,Female,Home,Clothing,Redmi Phone,53049,1,5,COD,3,No,2,Email
OD1213,7/31/2024,C897,Hyderabad,Karnataka,23,Female,Fashion,Accessories,Wall Clock,45409,1,20,UPI,4,No,4,Organic
OD1214,8/1/2024,C430,Bangalore,Rajasthan,33,Female,Fashion,Mobile,Wall Clock,58750,1,30,UPI,3,No,5,Ads
OD1215,8/2/2024,C739,Nagpur,West Bengal,46,Female,Fashion,Clothing,Women Kurti,35921,2,40,Card,8,No,5,Email
OD1216,8/3/2024,C605,Delhi,Gujarat,20,Male,Home,Furniture,Redmi Phone,12483,2,10,COD,7,No,4,Ads
OD1217,8/4/2024,C447,Jaipur,Maharashtra,37,Male,Fashion,Mobile,Redmi Phone,61885,2,0,COD,7,Yes,4,Referral
OD1218,8/5/2024,C572,Nagpur,Maharashtra,53,Female,Electronics,Kitchen,Nike Shoes,7634,1,20,COD,3,Yes,1,Organic
OD1219,8/6/2024,C330,Jaipur,Maharashtra,36,Male,Electronics,Mobile,Office Chair,819,3,10,NetBanking,6,No,4,Referral
OD1220,8/7/2024,C289,Mumbai,Maharashtra,43,Female,Fashion,Footwear,Men T-Shirt,22183,2,15,Card,4,No,2,Ads
OD1221,8/8/2024,C324,Ahmedabad,Rajasthan,20,Female,Electronics,Clothing,HP Laptop,56412,3,40,UPI,2,No,3,Referral
OD1222,8/9/2024,C484,Ahmedabad,Tamil Nadu,36,Male,Electronics,Accessories,HP Laptop,22388,1,40,NetBanking,3,Yes,2,Organic
OD1223,8/10/2024,C476,Kolkata,Maharashtra,37,Female,Home,Accessories,Women Kurti,49398,2,20,NetBanking,9,Yes,4,Ads
OD1224,8/11/2024,C382,Ahmedabad,Tamil Nadu,49,Male,Fashion,Clothing,Men T-Shirt,11269,3,40,NetBanking,2,Yes,5,Email
OD1225,8/12/2024,C732,Bangalore,Tamil Nadu,24,Female,Fashion,Footwear,Office Chair,39820,2,10,NetBanking,4,Yes,2,Referral
OD1226,8/13/2024,C727,Chennai,Gujarat,58,Female,Home,Laptop,Men T-Shirt,42276,2,20,Card,3,Yes,5,Organic
OD1227,8/14/2024,C844,Pune,Maharashtra,50,Female,Electronics,Mobile,Nike Shoes,46749,2,5,COD,6,No,2,Email
OD1228,8/15/2024,C358,Kolkata,Delhi,57,Male,Electronics,Footwear,Wall Clock,40629,3,30,UPI,5,No,5,Organic
OD1229,8/16/2024,C458,Pune,Telangana,56,Female,Fashion,Kitchen,Women Kurti,49845,1,10,UPI,6,No,2,Ads
OD1230,8/17/2024,C809,Jaipur,Karnataka,35,Male,Electronics,Decor,Redmi Phone,3036,2,30,NetBanking,8,No,5,Ads
OD1231,8/18/2024,C555,Pune,Tamil Nadu,57,Male,Home,Furniture,Women Kurti,15715,1,5,NetBanking,6,No,3,Referral
OD1232,8/19/2024,C510,Pune,West Bengal,18,Female,Home,Clothing,HP Laptop,3508,1,5,Card,9,Yes,1,Organic
OD1233,8/20/2024,C748,Kolkata,West Bengal,28,Female,Fashion,Decor,Office Chair,29826,3,30,NetBanking,5,Yes,2,Organic
OD1234,8/21/2024,C417,Mumbai,Telangana,45,Female,Home,Mobile,Men T-Shirt,14708,3,10,UPI,8,No,3,Organic
OD1235,8/22/2024,C776,Hyderabad,West Bengal,42,Male,Home,Accessories,Office Chair,48942,1,30,UPI,5,No,1,Ads
OD1236,8/23/2024,C324,Ahmedabad,Delhi,40,Female,Fashion,Furniture,Nike Shoes,15528,2,30,COD,7,No,2,Referral
OD1237,8/24/2024,C918,Ahmedabad,West Bengal,48,Female,Home,Decor,Women Kurti,68112,3,0,COD,5,No,3,Organic
OD1238,8/25/2024,C333,Bangalore,Karnataka,47,Female,Home,Laptop,Boat Earphones,57496,2,10,UPI,3,No,3,Organic
OD1239,8/26/2024,C783,Kolkata,Karnataka,59,Female,Home,Decor,Women Kurti,63058,2,0,UPI,2,No,3,Email
OD1240,8/27/2024,C763,Bangalore,Tamil Nadu,52,Female,Electronics,Kitchen,Redmi Phone,65391,2,20,Card,7,No,4,Organic
OD1241,8/28/2024,C926,Chennai,Maharashtra,24,Male,Fashion,Accessories,Women Kurti,9134,1,40,Card,7,No,5,Referral
OD1242,8/29/2024,C473,Chennai,Gujarat,33,Male,Fashion,Clothing,Prestige Cooker,33564,2,30,UPI,2,No,1,Email
OD1243,8/30/2024,C771,Bangalore,Delhi,43,Female,Fashion,Mobile,Nike Shoes,34282,1,20,NetBanking,9,No,5,Email
OD1244,8/31/2024,C707,Kolkata,Tamil Nadu,19,Male,Electronics,Clothing,Samsung Phone,34651,1,10,COD,7,Yes,5,Email
OD1245,9/1/2024,C571,Bangalore,Delhi,18,Female,Electronics,Furniture,Nike Shoes,59240,2,30,UPI,5,No,5,Ads
OD1246,9/2/2024,C332,Ahmedabad,Maharashtra,29,Female,Fashion,Mobile,Men T-Shirt,52001,2,40,NetBanking,6,No,3,Email
OD1247,9/3/2024,C791,Nagpur,Rajasthan,22,Male,Electronics,Footwear,Samsung Phone,29591,2,20,UPI,4,No,5,Organic
OD1248,9/4/2024,C212,Delhi,West Bengal,54,Male,Fashion,Laptop,Men T-Shirt,18152,2,15,COD,9,No,4,Ads
OD1249,9/5/2024,C929,Pune,West Bengal,49,Male,Electronics,Footwear,Men T-Shirt,40968,1,5,COD,5,No,2,Ads
OD1250,9/6/2024,C596,Delhi,Gujarat,26,Female,Home,Footwear,Redmi Phone,60253,2,30,Card,8,No,3,Ads
OD1251,9/7/2024,C541,Kolkata,Maharashtra,58,Male,Home,Clothing,Redmi Phone,30477,2,40,Card,8,No,1,Ads
OD1252,9/8/2024,C663,Delhi,Tamil Nadu,52,Female,Fashion,Furniture,Wall Clock,43668,1,5,Card,6,No,2,Ads
OD1253,9/9/2024,C367,Chennai,Gujarat,36,Male,Electronics,Laptop,HP Laptop,48786,3,0,Card,9,No,2,Ads
OD1254,9/10/2024,C609,Jaipur,Maharashtra,33,Male,Electronics,Decor,Wall Clock,55244,3,20,COD,9,No,2,Ads
OD1255,9/11/2024,C906,Pune,Telangana,20,Female,Home,Mobile,Wall Clock,6042,1,0,NetBanking,6,No,5,Email
OD1256,9/12/2024,C485,Hyderabad,Karnataka,37,Female,Home,Mobile,HP Laptop,56891,3,40,NetBanking,9,Yes,5,Referral
OD1257,9/13/2024,C486,Kolkata,Gujarat,41,Female,Electronics,Kitchen,Boat Earphones,21566,1,30,NetBanking,7,No,3,Organic
OD1258,9/14/2024,C212,Pune,Gujarat,50,Female,Electronics,Accessories,Samsung Phone,51532,2,5,UPI,3,No,5,Organic
OD1259,9/15/2024,C712,Delhi,Tamil Nadu,41,Female,Electronics,Kitchen,Office Chair,45755,2,5,Card,3,No,5,Email
OD1260,9/16/2024,C724,Chennai,Delhi,28,Female,Electronics,Decor,Wall Clock,69844,3,20,Card,9,No,5,Email
OD1261,9/17/2024,C180,Mumbai,Telangana,25,Female,Electronics,Kitchen,Women Kurti,22690,2,30,COD,7,Yes,3,Ads
OD1262,9/18/2024,C798,Nagpur,Tamil Nadu,53,Male,Electronics,Mobile,Women Kurti,29491,3,15,COD,7,No,3,Referral
OD1263,9/19/2024,C212,Hyderabad,Maharashtra,55,Male,Fashion,Clothing,Men T-Shirt,49302,3,15,UPI,2,No,4,Ads
OD1264,9/20/2024,C101,Nagpur,Maharashtra,57,Male,Electronics,Footwear,HP Laptop,63976,2,20,UPI,2,No,4,Email
OD1265,9/21/2024,C741,Pune,Maharashtra,37,Female,Home,Furniture,Men T-Shirt,13709,2,30,NetBanking,4,Yes,4,Ads
OD1266,9/22/2024,C319,Chennai,Rajasthan,52,Female,Fashion,Footwear,Prestige Cooker,26769,3,20,COD,4,No,4,Organic
OD1267,9/23/2024,C665,Chennai,Maharashtra,42,Male,Electronics,Footwear,Prestige Cooker,62507,2,30,Card,4,No,2,Organic
OD1268,9/24/2024,C954,Delhi,Delhi,52,Female,Home,Laptop,Office Chair,5696,1,40,NetBanking,4,No,2,Ads
OD1269,9/25/2024,C835,Ahmedabad,Telangana,42,Female,Fashion,Mobile,Redmi Phone,7951,2,40,Card,6,Yes,4,Referral
OD1270,9/26/2024,C324,Delhi,West Bengal,46,Female,Home,Decor,Redmi Phone,41985,2,0,NetBanking,6,No,4,Ads
OD1271,9/27/2024,C484,Ahmedabad,Karnataka,35,Female,Electronics,Decor,HP Laptop,15358,1,20,Card,2,No,1,Ads
OD1272,9/28/2024,C502,Ahmedabad,Delhi,35,Male,Electronics,Furniture,HP Laptop,27735,2,30,UPI,3,Yes,2,Referral
OD1273,9/29/2024,C737,Hyderabad,Delhi,19,Male,Electronics,Clothing,Wall Clock,32398,2,15,NetBanking,7,No,1,Referral
OD1274,9/30/2024,C229,Delhi,Rajasthan,52,Female,Electronics,Laptop,Prestige Cooker,32582,3,30,Card,8,No,1,Referral
OD1275,10/1/2024,C152,Mumbai,West Bengal,33,Male,Fashion,Accessories,Wall Clock,68207,2,40,Card,3,Yes,5,Organic
OD1276,10/2/2024,C783,Bangalore,West Bengal,58,Male,Fashion,Clothing,Redmi Phone,17162,2,30,COD,5,No,3,Ads
OD1277,10/3/2024,C829,Bangalore,Karnataka,53,Male,Home,Kitchen,Samsung Phone,19552,1,20,NetBanking,6,No,2,Email
OD1278,10/4/2024,C771,Delhi,Karnataka,50,Male,Electronics,Clothing,Samsung Phone,11584,3,0,Card,4,No,4,Referral
OD1279,10/5/2024,C809,Delhi,West Bengal,21,Male,Home,Clothing,HP Laptop,31063,3,0,COD,4,Yes,4,Referral
OD1280,10/6/2024,C515,Nagpur,Maharashtra,50,Female,Fashion,Footwear,Men T-Shirt,59594,3,0,Card,5,Yes,3,Ads
OD1281,10/7/2024,C346,Hyderabad,Delhi,31,Male,Electronics,Clothing,Redmi Phone,21652,2,0,NetBanking,3,No,2,Email
OD1282,10/8/2024,C935,Delhi,Tamil Nadu,38,Male,Electronics,Decor,Samsung Phone,5746,3,40,UPI,4,No,4,Ads
OD1283,10/9/2024,C538,Nagpur,Karnataka,37,Female,Fashion,Kitchen,Redmi Phone,11052,1,10,NetBanking,3,Yes,4,Ads
OD1284,10/10/2024,C302,Ahmedabad,Rajasthan,25,Female,Fashion,Kitchen,Nike Shoes,21310,3,20,NetBanking,7,Yes,5,Referral
OD1285,10/11/2024,C283,Chennai,Rajasthan,24,Male,Fashion,Mobile,Women Kurti,6634,1,5,Card,5,Yes,1,Referral
OD1286,10/12/2024,C222,Chennai,Karnataka,20,Female,Fashion,Clothing,Prestige Cooker,6072,3,20,Card,8,No,4,Organic
OD1287,10/13/2024,C500,Ahmedabad,West Bengal,34,Male,Fashion,Footwear,Wall Clock,7688,3,10,NetBanking,3,No,2,Email
OD1288,10/14/2024,C866,Kolkata,Telangana,50,Male,Electronics,Clothing,Redmi Phone,44145,1,0,COD,7,No,3,Email
OD1289,10/15/2024,C393,Nagpur,Tamil Nadu,29,Female,Fashion,Accessories,Women Kurti,54186,3,10,COD,9,Yes,5,Referral
OD1290,10/16/2024,C379,Nagpur,Tamil Nadu,39,Male,Electronics,Accessories,Nike Shoes,68811,3,15,COD,9,No,2,Referral
OD1291,10/17/2024,C936,Ahmedabad,Karnataka,39,Male,Electronics,Footwear,Wall Clock,28063,3,15,Card,3,Yes,5,Referral
OD1292,10/18/2024,C983,Mumbai,Maharashtra,47,Male,Fashion,Mobile,Redmi Phone,29334,2,40,Card,9,No,1,Email
OD1293,10/19/2024,C709,Jaipur,Telangana,55,Female,Fashion,Mobile,HP Laptop,62086,1,20,NetBanking,3,No,4,Organic
OD1294,10/20/2024,C297,Pune,Tamil Nadu,55,Female,Electronics,Kitchen,Women Kurti,8196,3,20,UPI,4,No,2,Email
OD1295,10/21/2024,C610,Ahmedabad,Karnataka,25,Female,Fashion,Kitchen,Wall Clock,17545,1,5,Card,2,No,3,Referral
OD1296,10/22/2024,C851,Delhi,Rajasthan,44,Male,Fashion,Laptop,Redmi Phone,58322,1,40,NetBanking,9,Yes,1,Referral
OD1297,10/23/2024,C243,Delhi,Tamil Nadu,44,Male,Fashion,Footwear,Women Kurti,53869,1,5,NetBanking,6,Yes,1,Organic
OD1298,10/24/2024,C708,Hyderabad,Gujarat,51,Female,Home,Clothing,Nike Shoes,10114,3,15,UPI,3,No,5,Ads
OD1299,10/25/2024,C300,Ahmedabad,Telangana,38,Male,Electronics,Furniture,Redmi Phone,5559,3,0,COD,3,No,1,Ads
OD1300,10/26/2024,C223,Hyderabad,Telangana,47,Male,Home,Footwear,Redmi Phone,61018,1,10,NetBanking,3,No,2,Email
OD1301,10/27/2024,C286,Ahmedabad,Gujarat,50,Male,Fashion,Laptop,Redmi Phone,61657,2,5,NetBanking,2,No,5,Ads
OD1302,10/28/2024,C425,Nagpur,Delhi,45,Male,Home,Kitchen,Office Chair,35281,1,30,NetBanking,7,No,1,Ads
OD1303,10/29/2024,C563,Pune,Rajasthan,50,Female,Fashion,Footwear,HP Laptop,58754,2,5,COD,9,Yes,3,Email
OD1304,10/30/2024,C448,Nagpur,Gujarat,22,Male,Home,Footwear,Nike Shoes,57417,1,0,COD,8,Yes,2,Referral
OD1305,10/31/2024,C870,Jaipur,West Bengal,36,Male,Fashion,Kitchen,Wall Clock,25755,1,0,UPI,8,No,3,Ads
OD1306,11/1/2024,C759,Chennai,West Bengal,21,Male,Home,Decor,Office Chair,30504,1,20,Card,5,Yes,3,Referral
OD1307,11/2/2024,C863,Bangalore,Karnataka,52,Male,Home,Laptop,Men T-Shirt,7137,3,10,COD,4,No,5,Email
OD1308,11/3/2024,C502,Ahmedabad,Telangana,34,Female,Home,Kitchen,Office Chair,37918,2,0,Card,2,Yes,4,Referral
OD1309,11/4/2024,C445,Jaipur,Delhi,45,Female,Electronics,Mobile,Prestige Cooker,33876,2,40,Card,7,No,5,Referral
OD1310,11/5/2024,C610,Chennai,Delhi,47,Female,Home,Clothing,Prestige Cooker,43615,1,5,COD,3,No,2,Email
OD1311,11/6/2024,C246,Kolkata,Tamil Nadu,46,Female,Electronics,Kitchen,Redmi Phone,37133,3,5,NetBanking,7,Yes,2,Referral
OD1312,11/7/2024,C247,Pune,Tamil Nadu,23,Male,Fashion,Laptop,Office Chair,23881,3,15,UPI,2,No,5,Ads
OD1313,11/8/2024,C963,Hyderabad,Gujarat,52,Female,Home,Accessories,Men T-Shirt,56562,2,0,Card,2,No,4,Ads
OD1314,11/9/2024,C810,Hyderabad,Delhi,58,Female,Fashion,Mobile,Office Chair,22893,3,30,NetBanking,2,No,5,Ads
OD1315,11/10/2024,C919,Nagpur,Gujarat,54,Male,Fashion,Accessories,HP Laptop,68288,2,20,COD,5,Yes,2,Ads
OD1316,11/11/2024,C588,Delhi,Rajasthan,41,Male,Home,Furniture,HP Laptop,1363,2,10,Card,6,No,4,Referral
OD1317,11/12/2024,C739,Chennai,Gujarat,46,Male,Electronics,Kitchen,Men T-Shirt,40721,2,30,Card,4,Yes,2,Ads
OD1318,11/13/2024,C650,Kolkata,Tamil Nadu,48,Male,Home,Mobile,Office Chair,14165,3,20,Card,5,No,4,Referral
OD1319,11/14/2024,C437,Jaipur,Telangana,52,Female,Fashion,Clothing,Women Kurti,21454,2,5,NetBanking,5,No,4,Organic
OD1320,11/15/2024,C971,Pune,Gujarat,50,Male,Fashion,Kitchen,HP Laptop,66970,2,30,NetBanking,9,Yes,5,Referral
OD1321,11/16/2024,C740,Chennai,Maharashtra,38,Female,Home,Clothing,HP Laptop,43797,1,20,NetBanking,6,No,5,Ads
OD1322,11/17/2024,C878,Kolkata,Telangana,49,Female,Electronics,Decor,Samsung Phone,63607,2,5,Card,5,No,5,Organic
OD1323,11/18/2024,C572,Bangalore,Delhi,40,Female,Electronics,Footwear,Office Chair,49423,2,5,Card,2,No,4,Email
OD1324,11/19/2024,C250,Ahmedabad,Delhi,50,Female,Fashion,Accessories,HP Laptop,17208,1,5,UPI,2,No,4,Referral
OD1325,11/20/2024,C514,Hyderabad,Gujarat,20,Male,Fashion,Mobile,Nike Shoes,10225,1,5,UPI,9,No,2,Ads
OD1326,11/21/2024,C397,Jaipur,Telangana,35,Male,Electronics,Clothing,Office Chair,61323,3,40,NetBanking,7,No,3,Ads
OD1327,11/22/2024,C710,Hyderabad,Tamil Nadu,42,Male,Home,Laptop,Prestige Cooker,41041,2,5,NetBanking,3,Yes,5,Ads
OD1328,11/23/2024,C362,Jaipur,Tamil Nadu,59,Male,Fashion,Clothing,Samsung Phone,20744,3,15,COD,5,No,2,Email
OD1329,11/24/2024,C863,Nagpur,West Bengal,48,Female,Electronics,Laptop,HP Laptop,35252,3,30,NetBanking,3,No,2,Organic
OD1330,11/25/2024,C243,Delhi,Delhi,20,Female,Fashion,Kitchen,Samsung Phone,21815,1,20,UPI,4,No,1,Organic
OD1331,11/26/2024,C445,Jaipur,Karnataka,57,Male,Home,Mobile,Prestige Cooker,16459,3,15,UPI,8,No,5,Ads
OD1332,11/27/2024,C723,Hyderabad,West Bengal,41,Female,Electronics,Clothing,Men T-Shirt,31290,2,40,UPI,2,No,2,Referral
OD1333,11/28/2024,C671,Nagpur,Tamil Nadu,49,Male,Fashion,Furniture,Men T-Shirt,25715,1,15,Card,7,No,1,Ads
OD1334,11/29/2024,C980,Jaipur,Telangana,39,Male,Home,Clothing,Office Chair,32966,2,0,Card,4,No,5,Ads
OD1335,11/30/2024,C101,Bangalore,Rajasthan,40,Male,Fashion,Decor,Prestige Cooker,64926,2,0,NetBanking,9,No,4,Referral
OD1336,12/1/2024,C996,Delhi,Tamil Nadu,19,Male,Home,Furniture,Boat Earphones,62546,1,0,COD,7,No,1,Ads
OD1337,12/2/2024,C403,Jaipur,Telangana,44,Female,Home,Mobile,Boat Earphones,47513,2,10,COD,8,No,4,Email
OD1338,12/3/2024,C353,Nagpur,West Bengal,59,Male,Electronics,Decor,Office Chair,4577,1,0,COD,8,No,3,Ads
OD1339,12/4/2024,C751,Chennai,Delhi,19,Male,Home,Clothing,Redmi Phone,51018,2,20,Card,9,Yes,3,Email
OD1340,12/5/2024,C552,Mumbai,Tamil Nadu,43,Female,Fashion,Laptop,Samsung Phone,4541,1,15,UPI,6,No,3,Ads
OD1341,12/6/2024,C136,Kolkata,Gujarat,34,Female,Home,Clothing,Samsung Phone,49551,3,20,UPI,9,No,3,Organic
OD1342,12/7/2024,C259,Mumbai,Telangana,57,Female,Home,Accessories,Men T-Shirt,14888,2,30,Card,2,Yes,2,Referral
OD1343,12/8/2024,C108,Mumbai,Delhi,50,Female,Electronics,Kitchen,Boat Earphones,68610,1,0,COD,4,Yes,3,Organic
OD1344,12/9/2024,C332,Pune,Rajasthan,26,Male,Home,Footwear,Wall Clock,51232,2,40,COD,6,No,2,Ads
OD1345,12/10/2024,C198,Bangalore,Rajasthan,60,Female,Home,Laptop,HP Laptop,35253,2,10,NetBanking,8,No,2,Ads
OD1346,12/11/2024,C758,Chennai,Karnataka,56,Female,Fashion,Accessories,HP Laptop,19123,2,30,NetBanking,4,No,5,Email
OD1347,12/12/2024,C915,Ahmedabad,Telangana,46,Female,Electronics,Furniture,HP Laptop,27180,1,40,COD,7,No,2,Ads
OD1348,12/13/2024,C307,Jaipur,West Bengal,59,Male,Electronics,Kitchen,Men T-Shirt,25203,3,10,Card,6,Yes,2,Ads
OD1349,12/14/2024,C230,Kolkata,Karnataka,43,Male,Electronics,Mobile,Prestige Cooker,7992,3,30,COD,6,Yes,3,Ads
OD1350,12/15/2024,C503,Delhi,Karnataka,52,Female,Home,Laptop,Women Kurti,54882,3,15,NetBanking,2,No,2,Organic
OD1351,12/16/2024,C251,Chennai,Maharashtra,42,Female,Electronics,Footwear,Boat Earphones,3493,1,20,COD,9,No,4,Email
OD1352,12/17/2024,C153,Hyderabad,Tamil Nadu,41,Female,Home,Kitchen,Boat Earphones,69779,3,5,Card,3,No,3,Organic
OD1353,12/18/2024,C219,Ahmedabad,Telangana,30,Male,Home,Furniture,Wall Clock,47733,1,20,UPI,7,Yes,1,Email
OD1354,12/19/2024,C772,Pune,Karnataka,24,Male,Fashion,Decor,Samsung Phone,47790,2,0,Card,7,No,3,Organic
OD1355,12/20/2024,C727,Pune,Maharashtra,53,Female,Fashion,Decor,Redmi Phone,6093,2,40,Card,9,No,2,Ads
OD1356,12/21/2024,C686,Chennai,West Bengal,37,Female,Fashion,Footwear,Office Chair,7870,3,5,NetBanking,6,No,4,Organic
OD1357,12/22/2024,C724,Nagpur,Delhi,18,Female,Fashion,Mobile,Samsung Phone,47814,1,10,Card,6,No,3,Organic
OD1358,12/23/2024,C519,Mumbai,Gujarat,25,Female,Fashion,Mobile,Prestige Cooker,17125,2,15,Card,2,No,4,Email
OD1359,12/24/2024,C521,Hyderabad,Gujarat,33,Female,Home,Furniture,Office Chair,7629,1,15,NetBanking,3,No,1,Email
OD1360,12/25/2024,C203,Pune,Telangana,31,Male,Home,Laptop,Boat Earphones,7327,1,10,NetBanking,7,Yes,1,Organic
OD1361,12/26/2024,C951,Kolkata,Karnataka,29,Male,Electronics,Furniture,Prestige Cooker,58013,2,0,UPI,8,Yes,5,Email
OD1362,12/27/2024,C353,Pune,Gujarat,40,Male,Home,Clothing,Office Chair,53163,1,10,COD,5,No,5,Email
OD1363,12/28/2024,C326,Delhi,Tamil Nadu,32,Female,Home,Mobile,Wall Clock,18382,2,30,Card,5,No,3,Email
OD1364,12/29/2024,C211,Jaipur,Gujarat,45,Male,Fashion,Kitchen,Wall Clock,43558,2,40,NetBanking,3,No,5,Referral
OD1365,12/30/2024,C609,Pune,Gujarat,51,Male,Home,Clothing,Nike Shoes,43431,2,40,UPI,4,No,4,Email
OD1366,12/31/2024,C572,Delhi,Gujarat,19,Female,Fashion,Decor,Women Kurti,61768,1,0,COD,2,No,5,Referral
OD1367,1/1/2025,C198,Chennai,Rajasthan,49,Male,Electronics,Decor,Wall Clock,2534,2,5,NetBanking,3,No,4,Referral
OD1368,1/2/2025,C252,Chennai,Maharashtra,40,Male,Electronics,Accessories,Boat Earphones,41244,1,10,COD,9,No,5,Email
OD1369,1/3/2025,C960,Ahmedabad,Karnataka,39,Male,Home,Footwear,Redmi Phone,17740,2,0,COD,9,Yes,5,Organic
OD1370,1/4/2025,C995,Pune,Tamil Nadu,42,Male,Electronics,Clothing,HP Laptop,53474,2,40,Card,5,Yes,5,Email
OD1371,1/5/2025,C977,Kolkata,Karnataka,39,Female,Home,Footwear,Nike Shoes,23653,3,5,Card,6,No,2,Ads
OD1372,1/6/2025,C437,Pune,Rajasthan,39,Female,Electronics,Furniture,HP Laptop,26124,3,10,NetBanking,5,No,2,Organic
OD1373,1/7/2025,C805,Kolkata,Telangana,59,Male,Fashion,Clothing,Women Kurti,45449,3,15,COD,6,Yes,5,Referral
OD1374,1/8/2025,C921,Bangalore,Telangana,23,Male,Fashion,Furniture,Office Chair,56895,1,10,NetBanking,2,No,4,Referral
OD1375,1/9/2025,C262,Ahmedabad,Telangana,32,Male,Fashion,Accessories,Men T-Shirt,13830,1,20,NetBanking,6,Yes,3,Organic
OD1376,1/10/2025,C819,Bangalore,West Bengal,60,Female,Fashion,Mobile,Wall Clock,64426,2,10,COD,3,No,1,Organic
OD1377,1/11/2025,C780,Pune,Gujarat,54,Female,Home,Decor,Redmi Phone,63513,2,20,NetBanking,6,No,2,Email
OD1378,1/12/2025,C260,Ahmedabad,West Bengal,50,Male,Electronics,Accessories,Women Kurti,39845,2,5,COD,4,No,5,Referral
OD1379,1/13/2025,C679,Bangalore,Maharashtra,25,Male,Home,Decor,HP Laptop,54977,2,10,COD,9,Yes,1,Ads
OD1380,1/14/2025,C900,Mumbai,Telangana,22,Female,Fashion,Mobile,Nike Shoes,12753,1,5,COD,3,No,2,Email
OD1381,1/15/2025,C497,Pune,Rajasthan,56,Male,Home,Furniture,Wall Clock,56233,2,5,COD,9,No,3,Organic
OD1382,1/16/2025,C376,Bangalore,Tamil Nadu,21,Male,Electronics,Mobile,Boat Earphones,29120,2,40,UPI,2,Yes,4,Referral
OD1383,1/17/2025,C915,Mumbai,Karnataka,23,Male,Home,Decor,Wall Clock,46620,3,0,COD,3,Yes,5,Organic
OD1384,1/18/2025,C603,Mumbai,Gujarat,49,Male,Electronics,Decor,Nike Shoes,60696,2,5,Card,4,No,3,Organic
OD1385,1/19/2025,C995,Chennai,Delhi,47,Female,Home,Footwear,Nike Shoes,42930,2,5,Card,2,No,2,Organic
OD1386,1/20/2025,C491,Pune,Tamil Nadu,52,Male,Electronics,Kitchen,Men T-Shirt,5336,2,40,Card,5,No,5,Email
OD1387,1/21/2025,C234,Mumbai,Gujarat,57,Female,Electronics,Accessories,Wall Clock,49493,1,40,COD,4,No,1,Ads
OD1388,1/22/2025,C294,Chennai,West Bengal,33,Female,Fashion,Clothing,Wall Clock,13114,3,10,Card,2,No,4,Ads
OD1389,1/23/2025,C500,Bangalore,West Bengal,30,Male,Electronics,Decor,Men T-Shirt,1965,2,40,UPI,8,Yes,2,Referral
OD1390,1/24/2025,C739,Delhi,Tamil Nadu,59,Male,Fashion,Accessories,Prestige Cooker,31270,2,10,NetBanking,6,Yes,4,Organic
OD1391,1/25/2025,C132,Pune,West Bengal,47,Female,Fashion,Footwear,Prestige Cooker,66410,3,15,COD,3,No,5,Ads
OD1392,1/26/2025,C787,Ahmedabad,Telangana,36,Male,Fashion,Mobile,Office Chair,21245,2,40,Card,2,No,3,Organic
OD1393,1/27/2025,C559,Kolkata,Maharashtra,34,Female,Home,Footwear,Prestige Cooker,61238,1,0,UPI,3,No,4,Referral
