order_id,order_date,Month,customer_id,city,state,Age,Age Group,Gender,category,sub_category,product_name,price,quantity,discount_pct,payment_mode,delivery_days,return_flag,rating,marketing_channel
OD1180,6/28/2024,June,C790,Kolkata,Gujarat,29,Young Adult,Female,Fashion,Furniture,Redmi Phone,64427,2,20,Card,5,No,2,Email
OD1181,6/29/2024,June,C674,Nagpur,Karnataka,56,Senior,Male,Home,Accessories,Men T-Shirt,41846,2,5,COD,3,No,4,Referral
OD1182,6/30/2024,June,C963,Mumbai,Delhi,19,Young Adult,Male,Electronics,Footwear,Men T-Shirt,3620,1,20,COD,7,Yes,1,Ads
OD1183,7/1/2024,July,C842,Ahmedabad,Karnataka,20,Young Adult,Female,Electronics,Accessories,Nike Shoes,28663,2,0,NetBanking,8,No,1,Referral
OD1184,7/2/2024,July,C340,Mumbai,West Bengal,54,Adult,Female,Electronics,Mobile,Nike Shoes,25990,2,5,NetBanking,4,No,5,Email
OD1185,7/3/2024,July,C663,Delhi,Karnataka,34,Young Adult,Female,Electronics,Kitchen,Redmi Phone,59721,2,5,Card,4,No,3,Organic
OD1186,7/4/2024,July,C195,Pune,Karnataka,19,Young Adult,Female,Electronics,Decor,Wall Clock,23664,1,15,COD,8,No,2,Organic
OD1187,7/5/2024,July,C833,Hyderabad,Maharashtra,19,Young Adult,Male,Fashion,Decor,Nike Shoes,4247,2,30,NetBanking,7,Yes,4,Email
OD1188,7/6/2024,July,C584,Jaipur,Karnataka,45,Adult,Male,Electronics,Clothing,Samsung Phone,27052,1,20,UPI,4,No,2,Organic
OD1189,7/7/2024,July,C506,Pune,Rajasthan,40,Adult,Female,Fashion,Accessories,Women Kurti,60879,3,40,COD,9,Yes,4,Referral
OD1190,7/8/2024,July,C330,Jaipur,Gujarat,54,Adult,Male,Fashion,Footwear,HP Laptop,44830,2,5,UPI,8,No,1,Organic
OD1191,7/9/2024,July,C848,Ahmedabad,Rajasthan,49,Adult,Male,Fashion,Mobile,Boat Earphones,40059,1,5,Card,4,No,2,Organic
OD1192,7/10/2024,July,C754,Chennai,Maharashtra,50,Adult,Male,Home,Laptop,HP Laptop,54364,2,15,COD,8,No,5,Referral
OD1193,7/11/2024,July,C270,Kolkata,Telangana,18,Young Adult,Female,Home,Furniture,HP Laptop,47185,3,15,Card,6,Yes,2,Referral
OD1194,7/12/2024,July,C640,Bangalore,Delhi,36,Adult,Female,Fashion,Laptop,Boat Earphones,5174,1,30,Card,5,No,2,Referral
OD1195,7/13/2024,July,C135,Pune,Rajasthan,19,Young Adult,Female,Home,Footwear,Nike Shoes,67205,1,20,Card,5,No,1,Ads
OD1196,7/14/2024,July,C624,Hyderabad,Maharashtra,43,Adult,Female,Electronics,Mobile,Redmi Phone,10567,1,0,Card,3,No,5,Referral
OD1197,7/15/2024,July,C259,Mumbai,West Bengal,49,Adult,Female,Electronics,Clothing,Boat Earphones,54959,3,40,Card,7,Yes,5,Referral
OD1198,7/16/2024,July,C938,Hyderabad,Telangana,23,Young Adult,Male,Fashion,Accessories,Prestige Cooker,46917,3,30,COD,8,No,3,Ads
OD1199,7/17/2024,July,C798,Ahmedabad,Maharashtra,49,Adult,Female,Electronics,Mobile,Wall Clock,26705,3,0,UPI,2,No,3,Organic
OD1200,7/18/2024,July,C342,Jaipur,Maharashtra,21,Young Adult,Male,Fashion,Decor,Women Kurti,786,1,10,COD,3,Yes,3,Referral
OD1201,7/19/2024,July,C185,Mumbai,Delhi,28,Young Adult,Female,Fashion,Furniture,Office Chair,22836,3,5,COD,3,No,1,Email
OD1202,7/20/2024,July,C895,Bangalore,Gujarat,34,Young Adult,Female,Electronics,Laptop,Nike Shoes,21165,2,20,COD,8,No,2,Referral
OD1203,7/21/2024,July,C677,Bangalore,Rajasthan,55,Adult,Male,Home,Furniture,Wall Clock,1660,3,30,NetBanking,8,No,5,Referral
OD1204,7/22/2024,July,C781,Pune,West Bengal,41,Adult,Male,Electronics,Furniture,Boat Earphones,39250,1,5,NetBanking,3,No,5,Ads
OD1205,7/23/2024,July,C656,Ahmedabad,Tamil Nadu,22,Young Adult,Female,Electronics,Footwear,Prestige Cooker,15257,2,20,COD,3,No,2,Email
OD1206,7/24/2024,July,C673,Chennai,Rajasthan,51,Adult,Female,Fashion,Footwear,Office Chair,66279,3,20,UPI,5,No,5,Organic
OD1207,7/25/2024,July,C745,Ahmedabad,Tamil Nadu,23,Young Adult,Female,Fashion,Accessories,Women Kurti,3677,2,20,COD,2,No,2,Organic
OD1208,7/26/2024,July,C895,Jaipur,Maharashtra,39,Adult,Male,Fashion,Footwear,Women Kurti,32330,2,5,Card,9,No,1,Email
OD1209,7/27/2024,July,C127,Hyderabad,Karnataka,28,Young Adult,Female,Fashion,Footwear,Nike Shoes,2675,1,30,NetBanking,3,No,1,Referral
OD1210,7/28/2024,July,C719,Bangalore,West Bengal,33,Young Adult,Male,Home,Mobile,Boat Earphones,34153,2,40,NetBanking,9,No,1,Ads
OD1211,7/29/2024,July,C655,Hyderabad,Telangana,50,Adult,Male,Home,Decor,Wall Clock,27126,2,15,COD,5,No,2,Email
OD1212,7/30/2024,July,C439,Hyderabad,Karnataka,26,Young Adult,Female,Home,Clothing,Redmi Phone,53049,1,5,COD,3,No,2,Email
OD1213,7/31/2024,July,C897,Hyderabad,Karnataka,23,Young Adult,Female,Fashion,Accessories,Wall Clock,45409,1,20,UPI,4,No,4,Organic
OD1214,8/1/2024,August,C430,Bangalore,Rajasthan,33,Young Adult,Female,Fashion,Mobile,Wall Clock,58750,1,30,UPI,3,No,5,Ads
OD1215,8/2/2024,August,C739,Nagpur,West Bengal,46,Adult,Female,Fashion,Clothing,Women Kurti,35921,2,40,Card,8,No,5,Email
OD1216,8/3/2024,August,C605,Delhi,Gujarat,20,Young Adult,Male,Home,Furniture,Redmi Phone,12483,2,10,COD,7,No,4,Ads
OD1217,8/4/2024,August,C447,Jaipur,Maharashtra,37,Adult,Male,Fashion,Mobile,Redmi Phone,61885,2,0,COD,7,Yes,4,Referral
OD1218,8/5/2024,August,C572,Nagpur,Maharashtra,53,Adult,Female,Electronics,Kitchen,Nike Shoes,7634,1,20,COD,3,Yes,1,Organic
OD1219,8/6/2024,August,C330,Jaipur,Maharashtra,36,Adult,Male,Electronics,Mobile,Office Chair,819,3,10,NetBanking,6,No,4,Referral
OD1220,8/7/2024,August,C289,Mumbai,Maharashtra,43,Adult,Female,Fashion,Footwear,Men T-Shirt,22183,2,15,Card,4,No,2,Ads
OD1221,8/8/2024,August,C324,Ahmedabad,Rajasthan,20,Young Adult,Female,Electronics,Clothing,HP Laptop,56412,3,40,UPI,2,No,3,Referral
OD1222,8/9/2024,August,C484,Ahmedabad,Tamil Nadu,36,Adult,Male,Electronics,Accessories,HP Laptop,22388,1,40,NetBanking,3,Yes,2,Organic
OD1223,8/10/2024,August,C476,Kolkata,Maharashtra,37,Adult,Female,Home,Accessories,Women Kurti,49398,2,20,NetBanking,9,Yes,4,Ads
OD1224,8/11/2024,August,C382,Ahmedabad,Tamil Nadu,49,Adult,Male,Fashion,Clothing,Men T-Shirt,11269,3,40,NetBanking,2,Yes,5,Email
OD1225,8/12/2024,August,C732,Bangalore,Tamil Nadu,24,Young Adult,Female,Fashion,Footwear,Office Chair,39820,2,10,NetBanking,4,Yes,2,Referral
OD1226,8/13/2024,August,C727,Chennai,Gujarat,58,Senior,Female,Home,Laptop,Men T-Shirt,42276,2,20,Card,3,Yes,5,Organic
OD1227,8/14/2024,August,C844,Pune,Maharashtra,50,Adult,Female,Electronics,Mobile,Nike Shoes,46749,2,5,COD,6,No,2,Email
OD1228,8/15/2024,August,C358,Kolkata,Delhi,57,Senior,Male,Electronics,Footwear,Wall Clock,40629,3,30,UPI,5,No,5,Organic
OD1229,8/16/2024,August,C458,Pune,Telangana,56,Senior,Female,Fashion,Kitchen,Women Kurti,49845,1,10,UPI,6,No,2,Ads
OD1230,8/17/2024,August,C809,Jaipur,Karnataka,35,Young Adult,Male,Electronics,Decor,Redmi Phone,3036,2,30,NetBanking,8,No,5,Ads
OD1231,8/18/2024,August,C555,Pune,Tamil Nadu,57,Senior,Male,Home,Furniture,Women Kurti,15715,1,5,NetBanking,6,No,3,Referral
OD1232,8/19/2024,August,C510,Pune,West Bengal,18,Young Adult,Female,Home,Clothing,HP Laptop,3508,1,5,Card,9,Yes,1,Organic
OD1233,8/20/2024,August,C748,Kolkata,West Bengal,28,Young Adult,Female,Fashion,Decor,Office Chair,29826,3,30,NetBanking,5,Yes,2,Organic
OD1234,8/21/2024,August,C417,Mumbai,Telangana,45,Adult,Female,Home,Mobile,Men T-Shirt,14708,3,10,UPI,8,No,3,Organic
OD1235,8/22/2024,August,C776,Hyderabad,West Bengal,42,Adult,Male,Home,Accessories,Office Chair,48942,1,30,UPI,5,No,1,Ads
OD1236,8/23/2024,August,C324,Ahmedabad,Delhi,40,Adult,Female,Fashion,Furniture,Nike Shoes,15528,2,30,COD,7,No,2,Referral
OD1237,8/24/2024,August,C918,Ahmedabad,West Bengal,48,Adult,Female,Home,Decor,Women Kurti,68112,3,0,COD,5,No,3,Organic
OD1238,8/25/2024,August,C333,Bangalore,Karnataka,47,Adult,Female,Home,Laptop,Boat Earphones,57496,2,10,UPI,3,No,3,Organic
OD1239,8/26/2024,August,C783,Kolkata,Karnataka,59,Senior,Female,Home,Decor,Women Kurti,63058,2,0,UPI,2,No,3,Email
OD1240,8/27/2024,August,C763,Bangalore,Tamil Nadu,52,Adult,Female,Electronics,Kitchen,Redmi Phone,65391,2,20,Card,7,No,4,Organic
OD1241,8/28/2024,August,C926,Chennai,Maharashtra,24,Young Adult,Male,Fashion,Accessories,Women Kurti,9134,1,40,Card,7,No,5,Referral
OD1242,8/29/2024,August,C473,Chennai,Gujarat,33,Young Adult,Male,Fashion,Clothing,Prestige Cooker,33564,2,30,UPI,2,No,1,Email
OD1243,8/30/2024,August,C771,Bangalore,Delhi,43,Adult,Female,Fashion,Mobile,Nike Shoes,34282,1,20,NetBanking,9,No,5,Email
OD1244,8/31/2024,August,C707,Kolkata,Tamil Nadu,19,Young Adult,Male,Electronics,Clothing,Samsung Phone,34651,1,10,COD,7,Yes,5,Email
OD1245,9/1/2024,September,C571,Bangalore,Delhi,18,Young Adult,Female,Electronics,Furniture,Nike Shoes,59240,2,30,UPI,5,No,5,Ads
OD1246,9/2/2024,September,C332,Ahmedabad,Maharashtra,29,Young Adult,Female,Fashion,Mobile,Men T-Shirt,52001,2,40,NetBanking,6,No,3,Email
OD1247,9/3/2024,September,C791,Nagpur,Rajasthan,22,Young Adult,Male,Electronics,Footwear,Samsung Phone,29591,2,20,UPI,4,No,5,Organic
OD1248,9/4/2024,September,C212,Delhi,West Bengal,54,Adult,Male,Fashion,Laptop,Men T-Shirt,18152,2,15,COD,9,No,4,Ads
OD1249,9/5/2024,September,C929,Pune,West Bengal,49,Adult,Male,Electronics,Footwear,Men T-Shirt,40968,1,5,COD,5,No,2,Ads
OD1250,9/6/2024,September,C596,Delhi,Gujarat,26,Young Adult,Female,Home,Footwear,Redmi Phone,60253,2,30,Card,8,No,3,Ads
OD1251,9/7/2024,September,C541,Kolkata,Maharashtra,58,Senior,Male,Home,Clothing,Redmi Phone,30477,2,40,Card,8,No,1,Ads
OD1252,9/8/2024,September,C663,Delhi,Tamil Nadu,52,Adult,Female,Fashion,Furniture,Wall Clock,43668,1,5,Card,6,No,2,Ads
OD1253,9/9/2024,September,C367,Chennai,Gujarat,36,Adult,Male,Electronics,Laptop,HP Laptop,48786,3,0,Card,9,No,2,Ads
OD1254,9/10/2024,September,C609,Jaipur,Maharashtra,33,Young Adult,Male,Electronics,Decor,Wall Clock,55244,3,20,COD,9,No,2,Ads
OD1255,9/11/2024,September,C906,Pune,Telangana,20,Young Adult,Female,Home,Mobile,Wall Clock,6042,1,0,NetBanking,6,No,5,Email
OD1256,9/12/2024,September,C485,Hyderabad,Karnataka,37,Adult,Female,Home,Mobile,HP Laptop,56891,3,40,NetBanking,9,Yes,5,Referral
OD1257,9/13/2024,September,C486,Kolkata,Gujarat,41,Adult,Female,Electronics,Kitchen,Boat Earphones,21566,1,30,NetBanking,7,No,3,Organic
OD1258,9/14/2024,September,C212,Pune,Gujarat,50,Adult,Female,Electronics,Accessories,Samsung Phone,51532,2,5,UPI,3,No,5,Organic
OD1259,9/15/2024,September,C712,Delhi,Tamil Nadu,41,Adult,Female,Electronics,Kitchen,Office Chair,45755,2,5,Card,3,No,5,Email
OD1260,9/16/2024,September,C724,Chennai,Delhi,28,Young Adult,Female,Electronics,Decor,Wall Clock,69844,3,20,Card,9,No,5,Email
OD1261,9/17/2024,September,C180,Mumbai,Telangana,25,Young Adult,Female,Electronics,Kitchen,Women Kurti,22690,2,30,COD,7,Yes,3,Ads
OD1262,9/18/2024,September,C798,Nagpur,Tamil Nadu,53,Adult,Male,Electronics,Mobile,Women Kurti,29491,3,15,COD,7,No,3,Referral
OD1263,9/19/2024,September,C212,Hyderabad,Maharashtra,55,Adult,Male,Fashion,Clothing,Men T-Shirt,49302,3,15,UPI,2,No,4,Ads
OD1264,9/20/2024,September,C101,Nagpur,Maharashtra,57,Senior,Male,Electronics,Footwear,HP Laptop,63976,2,20,UPI,2,No,4,Email
OD1265,9/21/2024,September,C741,Pune,Maharashtra,37,Adult,Female,Home,Furniture,Men T-Shirt,13709,2,30,NetBanking,4,Yes,4,Ads
OD1266,9/22/2024,September,C319,Chennai,Rajasthan,52,Adult,Female,Fashion,Footwear,Prestige Cooker,26769,3,20,COD,4,No,4,Organic
OD1267,9/23/2024,September,C665,Chennai,Maharashtra,42,Adult,Male,Electronics,Footwear,Prestige Cooker,62507,2,30,Card,4,No,2,Organic
OD1268,9/24/2024,September,C954,Delhi,Delhi,52,Adult,Female,Home,Laptop,Office Chair,5696,1,40,NetBanking,4,No,2,Ads
OD1269,9/25/2024,September,C835,Ahmedabad,Telangana,42,Adult,Female,Fashion,Mobile,Redmi Phone,7951,2,40,Card,6,Yes,4,Referral
OD1270,9/26/2024,September,C324,Delhi,West Bengal,46,Adult,Female,Home,Decor,Redmi Phone,41985,2,0,NetBanking,6,No,4,Ads
OD1271,9/27/2024,September,C484,Ahmedabad,Karnataka,35,Young Adult,Female,Electronics,Decor,HP Laptop,15358,1,20,Card,2,No,1,Ads
OD1272,9/28/2024,September,C502,Ahmedabad,Delhi,35,Young Adult,Male,Electronics,Furniture,HP Laptop,27735,2,30,UPI,3,Yes,2,Referral
OD1273,9/29/2024,September,C737,Hyderabad,Delhi,19,Young Adult,Male,Electronics,Clothing,Wall Clock,32398,2,15,NetBanking,7,No,1,Referral
OD1274,9/30/2024,September,C229,Delhi,Rajasthan,52,Adult,Female,Electronics,Laptop,Prestige Cooker,32582,3,30,Card,8,No,1,Referral
OD1275,10/1/2024,October,C152,Mumbai,West Bengal,33,Young Adult,Male,Fashion,Accessories,Wall Clock,68207,2,40,Card,3,Yes,5,Organic
OD1276,10/2/2024,October,C783,Bangalore,West Bengal,58,Senior,Male,Fashion,Clothing,Redmi Phone,17162,2,30,COD,5,No,3,Ads
OD1277,10/3/2024,October,C829,Bangalore,Karnataka,53,Adult,Male,Home,Kitchen,Samsung Phone,19552,1,20,NetBanking,6,No,2,Email
OD1278,10/4/2024,October,C771,Delhi,Karnataka,50,Adult,Male,Electronics,Clothing,Samsung Phone,11584,3,0,Card,4,No,4,Referral
OD1279,10/5/2024,October,C809,Delhi,West Bengal,21,Young Adult,Male,Home,Clothing,HP Laptop,31063,3,0,COD,4,Yes,4,Referral
OD1280,10/6/2024,October,C515,Nagpur,Maharashtra,50,Adult,Female,Fashion,Footwear,Men T-Shirt,59594,3,0,Card,5,Yes,3,Ads
OD1281,10/7/2024,October,C346,Hyderabad,Delhi,31,Young Adult,Male,Electronics,Clothing,Redmi Phone,21652,2,0,NetBanking,3,No,2,Email
OD1282,10/8/2024,October,C935,Delhi,Tamil Nadu,38,Adult,Male,Electronics,Decor,Samsung Phone,5746,3,40,UPI,4,No,4,Ads
OD1283,10/9/2024,October,C538,Nagpur,Karnataka,37,Adult,Female,Fashion,Kitchen,Redmi Phone,11052,1,10,NetBanking,3,Yes,4,Ads
OD1284,10/10/2024,October,C302,Ahmedabad,Rajasthan,25,Young Adult,Female,Fashion,Kitchen,Nike Shoes,21310,3,20,NetBanking,7,Yes,5,Referral
OD1285,10/11/2024,October,C283,Chennai,Rajasthan,24,Young Adult,Male,Fashion,Mobile,Women Kurti,6634,1,5,Card,5,Yes,1,Referral
OD1286,10/12/2024,October,C222,Chennai,Karnataka,20,Young Adult,Female,Fashion,Clothing,Prestige Cooker,6072,3,20,Card,8,No,4,Organic
OD1287,10/13/2024,October,C500,Ahmedabad,West Bengal,34,Young Adult,Male,Fashion,Footwear,Wall Clock,7688,3,10,NetBanking,3,No,2,Email
OD1288,10/14/2024,October,C866,Kolkata,Telangana,50,Adult,Male,Electronics,Clothing,Redmi Phone,44145,1,0,COD,7,No,3,Email
OD1289,10/15/2024,October,C393,Nagpur,Tamil Nadu,29,Young Adult,Female,Fashion,Accessories,Women Kurti,54186,3,10,COD,9,Yes,5,Referral
OD1290,10/16/2024,October,C379,Nagpur,Tamil Nadu,39,Adult,Male,Electronics,Accessories,Nike Shoes,68811,3,15,COD,9,No,2,Referral
OD1291,10/17/2024,October,C936,Ahmedabad,Karnataka,39,Adult,Male,Electronics,Footwear,Wall Clock,28063,3,15,Card,3,Yes,5,Referral
OD1292,10/18/2024,October,C983,Mumbai,Maharashtra,47,Adult,Male,Fashion,Mobile,Redmi Phone,29334,2,40,Card,9,No,1,Email
OD1293,10/19/2024,October,C709,Jaipur,Telangana,55,Adult,Female,Fashion,Mobile,HP Laptop,62086,1,20,NetBanking,3,No,4,Organic
OD1294,10/20/2024,October,C297,Pune,Tamil Nadu,55,Adult,Female,Electronics,Kitchen,Women Kurti,8196,3,20,UPI,4,No,2,Email
OD1295,10/21/2024,October,C610,Ahmedabad,Karnataka,25,Young Adult,Female,Fashion,Kitchen,Wall Clock,17545,1,5,Card,2,No,3,Referral
OD1296,10/22/2024,October,C851,Delhi,Rajasthan,44,Adult,Male,Fashion,Laptop,Redmi Phone,58322,1,40,NetBanking,9,Yes,1,Referral
OD1297,10/23/2024,October,C243,Delhi,Tamil Nadu,44,Adult,Male,Fashion,Footwear,Women Kurti,53869,1,5,NetBanking,6,Yes,1,Organic
OD1298,10/24/2024,October,C708,Hyderabad,Gujarat,51,Adult,Female,Home,Clothing,Nike Shoes,10114,3,15,UPI,3,No,5,Ads
OD1299,10/25/2024,October,C300,Ahmedabad,Telangana,38,Adult,Male,Electronics,Furniture,Redmi Phone,5559,3,0,COD,3,No,1,Ads
OD1300,10/26/2024,October,C223,Hyderabad,Telangana,47,Adult,Male,Home,Footwear,Redmi Phone,61018,1,10,NetBanking,3,No,2,Email
OD1301,10/27/2024,October,C286,Ahmedabad,Gujarat,50,Adult,Male,Fashion,Laptop,Redmi Phone,61657,2,5,NetBanking,2,No,5,Ads
OD1302,10/28/2024,October,C425,Nagpur,Delhi,45,Adult,Male,Home,Kitchen,Office Chair,35281,1,30,NetBanking,7,No,1,Ads
OD1303,10/29/2024,October,C563,Pune,Rajasthan,50,Adult,Female,Fashion,Footwear,HP Laptop,58754,2,5,COD,9,Yes,3,Email
OD1304,10/30/2024,October,C448,Nagpur,Gujarat,22,Young Adult,Male,Home,Footwear,Nike Shoes,57417,1,0,COD,8,Yes,2,Referral
OD1305,10/31/2024,October,C870,Jaipur,West Bengal,36,Adult,Male,Fashion,Kitchen,Wall Clock,25755,1,0,UPI,8,No,3,Ads
OD1306,11/1/2024,November,C759,Chennai,West Bengal,21,Young Adult,Male,Home,Decor,Office Chair,30504,1,20,Card,5,Yes,3,Referral
OD1307,11/2/2024,November,C863,Bangalore,Karnataka,52,Adult,Male,Home,Laptop,Men T-Shirt,7137,3,10,COD,4,No,5,Email
OD1308,11/3/2024,November,C502,Ahmedabad,Telangana,34,Young Adult,Female,Home,Kitchen,Office Chair,37918,2,0,Card,2,Yes,4,Referral
OD1309,11/4/2024,November,C445,Jaipur,Delhi,45,Adult,Female,Electronics,Mobile,Prestige Cooker,33876,2,40,Card,7,No,5,Referral
OD1310,11/5/2024,November,C610,Chennai,Delhi,47,Adult,Female,Home,Clothing,Prestige Cooker,43615,1,5,COD,3,No,2,Email
OD1311,11/6/2024,November,C246,Kolkata,Tamil Nadu,46,Adult,Female,Electronics,Kitchen,Redmi Phone,37133,3,5,NetBanking,7,Yes,2,Referral
OD1312,11/7/2024,November,C247,Pune,Tamil Nadu,23,Young Adult,Male,Fashion,Laptop,Office Chair,23881,3,15,UPI,2,No,5,Ads
OD1313,11/8/2024,November,C963,Hyderabad,Gujarat,52,Adult,Female,Home,Accessories,Men T-Shirt,56562,2,0,Card,2,No,4,Ads
OD1314,11/9/2024,November,C810,Hyderabad,Delhi,58,Senior,Female,Fashion,Mobile,Office Chair,22893,3,30,NetBanking,2,No,5,Ads
OD1315,11/10/2024,November,C919,Nagpur,Gujarat,54,Adult,Male,Fashion,Accessories,HP Laptop,68288,2,20,COD,5,Yes,2,Ads
OD1316,11/11/2024,November,C588,Delhi,Rajasthan,41,Adult,Male,Home,Furniture,HP Laptop,1363,2,10,Card,6,No,4,Referral
OD1317,11/12/2024,November,C739,Chennai,Gujarat,46,Adult,Male,Electronics,Kitchen,Men T-Shirt,40721,2,30,Card,4,Yes,2,Ads
OD1318,11/13/2024,November,C650,Kolkata,Tamil Nadu,48,Adult,Male,Home,Mobile,Office Chair,14165,3,20,Card,5,No,4,Referral
OD1319,11/14/2024,November,C437,Jaipur,Telangana,52,Adult,Female,Fashion,Clothing,Women Kurti,21454,2,5,NetBanking,5,No,4,Organic
OD1320,11/15/2024,November,C971,Pune,Gujarat,50,Adult,Male,Fashion,Kitchen,HP Laptop,66970,2,30,NetBanking,9,Yes,5,Referral
OD1321,11/16/2024,November,C740,Chennai,Maharashtra,38,Adult,Female,Home,Clothing,HP Laptop,43797,1,20,NetBanking,6,No,5,Ads
OD1322,11/17/2024,November,C878,Kolkata,Telangana,49,Adult,Female,Electronics,Decor,Samsung Phone,63607,2,5,Card,5,No,5,Organic
OD1323,11/18/2024,November,C572,Bangalore,Delhi,40,Adult,Female,Electronics,Footwear,Office Chair,49423,2,5,Card,2,No,4,Email
OD1324,11/19/2024,November,C250,Ahmedabad,Delhi,50,Adult,Female,Fashion,Accessories,HP Laptop,17208,1,5,UPI,2,No,4,Referral
OD1325,11/20/2024,November,C514,Hyderabad,Gujarat,20,Young Adult,Male,Fashion,Mobile,Nike Shoes,10225,1,5,UPI,9,No,2,Ads
OD1326,11/21/2024,November,C397,Jaipur,Telangana,35,Young Adult,Male,Electronics,Clothing,Office Chair,61323,3,40,NetBanking,7,No,3,Ads
OD1327,11/22/2024,November,C710,Hyderabad,Tamil Nadu,42,Adult,Male,Home,Laptop,Prestige Cooker,41041,2,5,NetBanking,3,Yes,5,Ads
OD1328,11/23/2024,November,C362,Jaipur,Tamil Nadu,59,Senior,Male,Fashion,Clothing,Samsung Phone,20744,3,15,COD,5,No,2,Email
OD1329,11/24/2024,November,C863,Nagpur,West Bengal,48,Adult,Female,Electronics,Laptop,HP Laptop,35252,3,30,NetBanking,3,No,2,Organic
OD1330,11/25/2024,November,C243,Delhi,Delhi,20,Young Adult,Female,Fashion,Kitchen,Samsung Phone,21815,1,20,UPI,4,No,1,Organic
OD1331,11/26/2024,November,C445,Jaipur,Karnataka,57,Senior,Male,Home,Mobile,Prestige Cooker,16459,3,15,UPI,8,No,5,Ads
OD1332,11/27/2024,November,C723,Hyderabad,West Bengal,41,Adult,Female,Electronics,Clothing,Men T-Shirt,31290,2,40,UPI,2,No,2,Referral
OD1333,11/28/2024,November,C671,Nagpur,Tamil Nadu,49,Adult,Male,Fashion,Furniture,Men T-Shirt,25715,1,15,Card,7,No,1,Ads
OD1334,11/29/2024,November,C980,Jaipur,Telangana,39,Adult,Male,Home,Clothing,Office Chair,32966,2,0,Card,4,No,5,Ads
OD1335,11/30/2024,November,C101,Bangalore,Rajasthan,40,Adult,Male,Fashion,Decor,Prestige Cooker,64926,2,0,NetBanking,9,No,4,Referral
OD1336,12/1/2024,December,C996,Delhi,Tamil Nadu,19,Young Adult,Male,Home,Furniture,Boat Earphones,62546,1,0,COD,7,No,1,Ads
OD1337,12/2/2024,December,C403,Jaipur,Telangana,44,Adult,Female,Home,Mobile,Boat Earphones,47513,2,10,COD,8,No,4,Email
OD1338,12/3/2024,December,C353,Nagpur,West Bengal,59,Senior,Male,Electronics,Decor,Office Chair,4577,1,0,COD,8,No,3,Ads
OD1339,12/4/2024,December,C751,Chennai,Delhi,19,Young Adult,Male,Home,Clothing,Redmi Phone,51018,2,20,Card,9,Yes,3,Email
OD1340,12/5/2024,December,C552,Mumbai,Tamil Nadu,43,Adult,Female,Fashion,Laptop,Samsung Phone,4541,1,15,UPI,6,No,3,Ads
OD1341,12/6/2024,December,C136,Kolkata,Gujarat,34,Young Adult,Female,Home,Clothing,Samsung Phone,49551,3,20,UPI,9,No,3,Organic
OD1342,12/7/2024,December,C259,Mumbai,Telangana,57,Senior,Female,Home,Accessories,Men T-Shirt,14888,2,30,Card,2,Yes,2,Referral
OD1343,12/8/2024,December,C108,Mumbai,Delhi,50,Adult,Female,Electronics,Kitchen,Boat Earphones,68610,1,0,COD,4,Yes,3,Organic
OD1344,12/9/2024,December,C332,Pune,Rajasthan,26,Young Adult,Male,Home,Footwear,Wall Clock,51232,2,40,COD,6,No,2,Ads
OD1345,12/10/2024,December,C198,Bangalore,Rajasthan,60,Senior,Female,Home,Laptop,HP Laptop,35253,2,10,NetBanking,8,No,2,Ads
OD1346,12/11/2024,December,C758,Chennai,Karnataka,56,Senior,Female,Fashion,Accessories,HP Laptop,19123,2,30,NetBanking,4,No,5,Email
OD1347,12/12/2024,December,C915,Ahmedabad,Telangana,46,Adult,Female,Electronics,Furniture,HP Laptop,27180,1,40,COD,7,No,2,Ads
OD1348,12/13/2024,December,C307,Jaipur,West Bengal,59,Senior,Male,Electronics,Kitchen,Men T-Shirt,25203,3,10,Card,6,Yes,2,Ads
OD1349,12/14/2024,December,C230,Kolkata,Karnataka,43,Adult,Male,Electronics,Mobile,Prestige Cooker,7992,3,30,COD,6,Yes,3,Ads
OD1350,12/15/2024,December,C503,Delhi,Karnataka,52,Adult,Female,Home,Laptop,Women Kurti,54882,3,15,NetBanking,2,No,2,Organic
OD1351,12/16/2024,December,C251,Chennai,Maharashtra,42,Adult,Female,Electronics,Footwear,Boat Earphones,3493,1,20,COD,9,No,4,Email
OD1352,12/17/2024,December,C153,Hyderabad,Tamil Nadu,41,Adult,Female,Home,Kitchen,Boat Earphones,69779,3,5,Card,3,No,3,Organic
OD1353,12/18/2024,December,C219,Ahmedabad,Telangana,30,Young Adult,Male,Home,Furniture,Wall Clock,47733,1,20,UPI,7,Yes,1,Email
OD1354,12/19/2024,December,C772,Pune,Karnataka,24,Young Adult,Male,Fashion,Decor,Samsung Phone,47790,2,0,Card,7,No,3,Organic
OD1355,12/20/2024,December,C727,Pune,Maharashtra,53,Adult,Female,Fashion,Decor,Redmi Phone,6093,2,40,Card,9,No,2,Ads
OD1356,12/21/2024,December,C686,Chennai,West Bengal,37,Adult,Female,Fashion,Footwear,Office Chair,7870,3,5,NetBanking,6,No,4,Organic
OD1357,12/22/2024,December,C724,Nagpur,Delhi,18,Young Adult,Female,Fashion,Mobile,Samsung Phone,47814,1,10,Card,6,No,3,Organic
OD1358,12/23/2024,December,C519,Mumbai,Gujarat,25,Young Adult,Female,Fashion,Mobile,Prestige Cooker,17125,2,15,Card,2,No,4,Email
